MM-DD,winter_wheat,winter_barley,winter_rye,other_winter_cereals,spring_wheat,spring_barley,spring_oats,maize,beans_lupins_peas,potatoes,sugar_beet,rapeseed,clover_alfalfa,arable_grass,permanent_grass,fruit_trees
07-31,0.0841819735,0.087217235,0.091569735,0.089952174,0.09807453000000001,0.1025022925,0.1041922475,0.11472100375000001,0.10092616374999999,0.1340086025,0.134640699,0.08748164025,0.112866929,0.11277188750000001,0.13289772,0.11249743499999999
08-05,0.08310435125,0.0850003525,0.08916750749999999,0.0879573315,0.0932206525,0.09760483349999999,0.10038623999999999,0.11030165500000001,0.09444453275,0.125239965,0.1347411225,0.08756451624999999,0.10910870025000001,0.10762496125,0.1285254825,0.10828828374999999
08-10,0.08092867000000001,0.08216106000000001,0.0867253915,0.08520821525,0.08977578975,0.09328049,0.09535331899999999,0.10564416874999999,0.088634134,0.11531936,0.1296044125,0.08701320275,0.10315957175000001,0.1013165765,0.1228119515,0.10341578
08-15,0.08033244349999999,0.081501249,0.08667616,0.08484372374999999,0.08834626999999999,0.0914279625,0.0936040935,0.1043208025,0.08634293,0.10925583124999999,0.12598734625,0.08811253525,0.10094497,0.09945671125,0.12113413149999999,0.09943043
08-20,0.07914533750000001,0.080735595,0.0855654185,0.08378208999999999,0.08586433275000001,0.0894512475,0.09123398375,0.10203530849999999,0.083904221,0.1030174935,0.1233616625,0.08840803,0.09871392899999999,0.09736556599999999,0.11823147,0.0963904225
08-25,0.077332805,0.07994738,0.08312171,0.08142811975,0.0832598685,0.0863571925,0.0884443875,0.0982794915,0.08134665499999999,0.095806796,0.12252090225,0.08789066,0.09672374349999999,0.09458072125,0.11583890225,0.09302642975
08-30,0.08032638875,0.08356126475,0.084829722,0.08325294,0.08366098749999999,0.0862782105,0.0907960635,0.09767147899999999,0.08246547474999999,0.09251271625,0.12755298,0.09135269499999998,0.10187001999999999,0.09797924250000001,0.12204918725,0.09176934749999999
09-04,0.07529937275,0.08115415749999999,0.0808732835,0.08008370875,0.08198863625,0.08361684625,0.0854694285,0.09442733475,0.0790872785,0.08352709750000001,0.1209876865,0.08404413725,0.09789078625,0.0942746825,0.1151284375,0.0910745125
09-09,0.0769204065,0.08521628249999999,0.0849370425,0.08521441375,0.08488448,0.0893002785,0.08719673900000001,0.09754075875,0.08242794025,0.0828891645,0.12004281125,0.081942925,0.1012357715,0.10096088125000001,0.11895521975,0.0996606465
09-14,0.0806744625,0.09087387,0.091686296,0.092561875,0.08910586274999999,0.09658235400000001,0.09156503625,0.10217418125000001,0.08731161725000001,0.08353625749999999,0.12153876,0.08091707000000001,0.1080469825,0.109944896,0.12703780875,0.10942256249999999
09-19,0.08517931399999999,0.09707416099999999,0.09833996625,0.099315484,0.09357193400000001,0.10362137900000001,0.09577112374999999,0.1038936675,0.09158573375000001,0.08390106850000001,0.12272111499999999,0.0816173465,0.1142798575,0.116594849,0.1338390625,0.1161274735
09-24,0.0869191635,0.1003237375,0.10213999624999999,0.102582035,0.09569453750000001,0.10539695125000001,0.097800835,0.10189628249999999,0.09333328175,0.08220772375,0.12111245250000002,0.08053687125,0.116001365,0.11929032249999999,0.13574699,0.11912415875000001
09-29,0.08987453999999999,0.10335433975,0.10389788775,0.10443082625000001,0.09747608499999999,0.10646112499999999,0.09904491624999999,0.0970724325,0.09379285500000001,0.07992545,0.11893502650000001,0.0813190635,0.1158580985,0.11975496499999999,0.13507479125,0.11788882
10-04,0.0949307425,0.1078572935,0.10769728999999999,0.1078993175,0.10199976,0.10952751499999999,0.1024982465,0.0940762275,0.09627510025,0.0795849215,0.1180409085,0.0844557625,0.11871754975,0.12308636375000001,0.13728569125,0.12099257625
10-09,0.10294846125,0.11518943749999999,0.11631983625,0.11547939100000001,0.11249212125,0.1168131825,0.1102553995,0.09583952500000001,0.10369519875000001,0.08329421875,0.11937642250000001,0.09054785000000001,0.12681015375000002,0.13171571875,0.1446860075,0.1302000115
10-14,0.1139687565,0.1240653475,0.1262675125,0.124403504,0.12066106125,0.12506479,0.12000172149999999,0.1004664535,0.11350865525,0.088487841,0.12470216849999999,0.0996976135,0.13992197750000002,0.14172533,0.15608376499999999,0.14079588625
10-19,0.1269293275,0.13382386375,0.1357519275,0.13493002499999998,0.131119189,0.1347054475,0.1298896135,0.10590374999999999,0.12452959999999999,0.09422441625,0.1314134225,0.11149300749999999,0.1530558515,0.15231064249999998,0.168888695,0.155422795
10-24,0.1371368825,0.14007282249999997,0.14159243500000002,0.14348452,0.1375055925,0.142382325,0.13593626874999998,0.1101586925,0.1332006725,0.09896320274999999,0.1303071975,0.1219179675,0.15675806,0.15868837,0.1733312225,0.16435703
