MM-DD,winter_wheat,winter_barley,winter_rye,other_winter_cereals,spring_wheat,spring_barley,spring_oats,maize,beans_lupins_peas,potatoes,sugar_beet,rapeseed,clover_alfalfa,arable_grass,permanent_grass,fruit_trees
09-04,0.043967984694499,0.050883404528316925,0.06804945752168907,0.06173926666446185,0.05513138551196967,0.06114737761454753,0.07182243766262131,0.0988560412188768,0.0615147222333626,0.06908765401237447,0.11145972377004966,0.059050804934018,0.0985160274923523,0.09769549362382834,0.12171791598537227,0.12403510258073588
09-09,0.044923578800578526,0.054138003032122003,0.07279966382162668,0.06591837687941118,0.055910253196457094,0.06362169914540765,0.07286497360576269,0.0876248379516173,0.06324431468292348,0.0695054747941308,0.10359620699901058,0.05585791147949343,0.10040649430456627,0.10245254898517472,0.12262402088683445,0.12789398249506975
09-14,0.046991210860780674,0.05968471162065485,0.07929231016022338,0.07119705457541228,0.058941618859758155,0.06679690442234827,0.07698756732211015,0.08479950690749241,0.06632873628667753,0.0683934960915351,0.10527133192161554,0.05320625214921677,0.10837573214594523,0.11112334732916919,0.13066334573627628,0.13617750554900884
09-19,0.04849818366240865,0.0657429932701588,0.08406857748283438,0.07507836353024365,0.06060805101349895,0.06963197321675985,0.07976846251952592,0.08530568560969845,0.06834518759444805,0.06545130887035133,0.10842742498807349,0.05071174255195697,0.1136805394904799,0.11602784469114417,0.1359740412458899,0.14074629464482002
09-24,0.0492661395705076,0.07244052381800636,0.08739108991257535,0.07839606909161267,0.062466786840978256,0.07192686189076983,0.08074889254552538,0.08144690928825847,0.06954379327315052,0.0625035911845367,0.10822053836313651,0.04735028187794505,0.11336013132160146,0.11514645033020234,0.1349526635978533,0.13955809622029475
09-29,0.05383410013056205,0.08188688307187528,0.09006969377157888,0.08327875710958102,0.06613100861715071,0.07757584317787125,0.08291339346276927,0.0781808604842629,0.07226981949147945,0.06243953864405577,0.11069389500050865,0.0478901300379255,0.11285124800987592,0.11388877079614931,0.133307961536986,0.13826218609134808
10-04,0.06044179428381455,0.09170435064138276,0.09186670988221372,0.08817254077391841,0.0699765094721351,0.08328543881727742,0.08480312016830266,0.07259360028290965,0.07549106864600408,0.06387046932400262,0.10725312571558099,0.0514191495504748,0.10996014671523885,0.11263164174151978,0.12994635788910394,0.13665277394052597
10-09,0.06493100864714295,0.09858728674721459,0.0927771629744997,0.09057653542802493,0.07288783383862245,0.08704541419902963,0.08572694472175255,0.0661592767224661,0.07688236543936683,0.06399087272869203,0.10021733310978816,0.05336743669930592,0.10751884686268312,0.11197768670855726,0.12771126397820234,0.13460040097562523
10-14,0.07186595447204452,0.10521594904509433,0.09672281492501919,0.09497702363541725,0.07934564950879641,0.09309561346965826,0.09136293871180254,0.06574698551766432,0.0808535857231495,0.06547404603324924,0.09525562793880832,0.0579471770775139,0.11119400040096215,0.1146116851359485,0.1292803839112603,0.1347355031949949
10-19,0.0805802094568981,0.11109403099094681,0.09983302672275965,0.10008415218142704,0.08675175809003517,0.10004226304240232,0.09666833930102928,0.0697901760785785,0.08672309488057148,0.06906404654509372,0.09265386834167941,0.06555391804825095,0.11357387429188509,0.1163745859287888,0.12978518512908555,0.13558185909881298
10-24,0.09008625805718318,0.1163214371638884,0.10245272999576355,0.10576065850203653,0.09432091969298273,0.10669288220214553,0.10121062077257537,0.07643169723944823,0.09328143620771517,0.07386954960459602,0.09213325525758602,0.07485743272062508,0.11461751055002922,0.11770140763126738,0.12901652451199097,0.13462614105727652
